image_name,index,x,y,label
IMG_4956.JPG,0,0.04549000412225723,0.07152220606803894,0
IMG_4956.JPG,1,0.056642595678567886,0.04685281962156296,0
IMG_4956.JPG,2,0.05956963077187538,0.013864959590137005,0
IMG_4956.JPG,3,0.056921377778053284,-0.014179692603647709,0
IMG_4956.JPG,4,0.05476710572838783,-0.0374988429248333,0
IMG_4956.JPG,5,0.011972497217357159,-0.002513415180146694,0
IMG_4956.JPG,6,0.008453743532299995,-0.029980814084410667,0
IMG_4956.JPG,7,0.02056591399013996,-0.04025848209857941,0
IMG_4956.JPG,8,0.04121173173189163,-0.04261470586061478,0
IMG_4956.JPG,9,-0.004581531975418329,-0.0010824394412338734,0
IMG_4956.JPG,10,-0.0007803891785442829,-0.03797655180096626,0
IMG_4956.JPG,11,0.018594859167933464,-0.04963705316185951,0
IMG_4956.JPG,12,0.04420549422502518,-0.04751209169626236,0
IMG_4956.JPG,13,-0.009029341861605644,-0.0003133755235467106,0
IMG_4956.JPG,14,-0.004792980849742889,-0.03321676701307297,0
IMG_4956.JPG,15,0.01872984692454338,-0.04365978389978409,0
IMG_4956.JPG,16,0.04816151037812233,-0.042276330292224884,0
IMG_4956.JPG,17,-0.009404795244336128,0.006990678142756224,0
IMG_4956.JPG,18,-0.004411857575178146,-0.017713718116283417,0
IMG_4956.JPG,19,0.01532015111297369,-0.03371722996234894,0
IMG_4956.JPG,20,0.0389217771589756,-0.03158538043498993,0
IMG_5695.JPG,0,0.0034383609890937805,0.08526800572872162,0
IMG_5695.JPG,1,0.02133983001112938,0.06425831466913223,0
IMG_5695.JPG,2,0.0366966612637043,0.04205569997429848,0
IMG_5695.JPG,3,0.053437404334545135,0.016818132251501083,0
IMG_5695.JPG,4,0.07042840868234634,0.0050722043961286545,0
IMG_5695.JPG,5,0.0015166262164711952,-0.0021921119187027216,0
IMG_5695.JPG,6,0.023647543042898178,-0.024767648428678513,0
IMG_5695.JPG,7,0.040007706731557846,-0.027292508631944656,0
IMG_5695.JPG,8,0.06150306016206741,-0.010434094816446304,0
IMG_5695.JPG,9,-0.006263283081352711,-0.005827896296977997,0
IMG_5695.JPG,10,0.021090444177389145,-0.033194009214639664,0
IMG_5695.JPG,11,0.04700509458780289,-0.02977132424712181,0
IMG_5695.JPG,12,0.06600905954837799,-0.013888267800211906,0
IMG_5695.JPG,13,-0.0025426074862480164,0.0019070995040237904,0
IMG_5695.JPG,14,0.018427198752760887,-0.02640596032142639,0
IMG_5695.JPG,15,0.046130940318107605,-0.023678064346313477,0
IMG_5695.JPG,16,0.0666966438293457,-0.008271224796772003,0
IMG_5695.JPG,17,-0.0008919038809835911,0.014503801241517067,0
IMG_5695.JPG,18,0.017130523920059204,-0.0031620142981410027,0
IMG_5695.JPG,19,0.04120504856109619,-0.007521197199821472,0
IMG_5695.JPG,20,0.0605660155415535,-0.0012481193989515305,0
IMG_5705.JPG,0,0.07090489566326141,0.04534420371055603,0
IMG_5705.JPG,1,0.06957031041383743,0.019643345847725868,0
IMG_5705.JPG,2,0.05777093395590782,-0.010280302725732327,0
IMG_5705.JPG,3,0.04202236980199814,-0.03585922718048096,0
IMG_5705.JPG,4,0.02959269843995571,-0.05797984451055527,0
IMG_5705.JPG,5,0.005270261317491531,-0.005797971040010452,0
IMG_5705.JPG,6,-0.005025334656238556,-0.03045959770679474,0
IMG_5705.JPG,7,0.0013494044542312622,-0.04671042785048485,0
IMG_5705.JPG,8,0.01652897521853447,-0.06202171742916107,0
IMG_5705.JPG,9,-0.007166780065745115,0.0007642912678420544,0
IMG_5705.JPG,10,-0.018093429505825043,-0.033639099448919296,0
IMG_5705.JPG,11,-0.008943441323935986,-0.0552518256008625,0
IMG_5705.JPG,12,0.01100143976509571,-0.07049930095672607,0
IMG_5705.JPG,13,-0.006760782096534967,0.004433495458215475,0
IMG_5705.JPG,14,-0.016398616135120392,-0.026531493291258812,0
IMG_5705.JPG,15,-0.00598063413053751,-0.052258677780628204,0
IMG_5705.JPG,16,0.014633700251579285,-0.0711805671453476,0
IMG_5705.JPG,17,0.0017494389321655035,0.01029422041028738,0
IMG_5705.JPG,18,0.0034866873174905777,-0.013909056782722473,0
IMG_5705.JPG,19,0.011126895435154438,-0.037607405334711075,0
IMG_5705.JPG,20,0.027898292988538742,-0.05498909950256348,0
IMG_4476.JPG,0,0.01322193443775177,0.08222324401140213,0
IMG_4476.JPG,1,0.029230816289782524,0.06402084231376648,0
IMG_4476.JPG,2,0.045824963599443436,0.0408458411693573,0
IMG_4476.JPG,3,0.057022690773010254,0.01388181746006012,0
IMG_4476.JPG,4,0.06372636556625366,-0.00850396417081356,0
IMG_4476.JPG,5,0.0029659855645149946,0.0015291242161765695,0
IMG_4476.JPG,6,0.01889694668352604,-0.02163943275809288,0
