image_name,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,label
IMG_4956.JPG,0.027073214180578266,0.059351444447512544,0.0864609260856629,0.10941505261030911,0.08126928375914728,0.10804882090312598,0.1145256849615695,0.11421706649732952,0.08819633369198503,0.11887357684139,0.12410848044856487,0.11904122819391778,0.09018153840509424,0.11618360925612632,0.11824972230916236,0.11382988985065999,0.08472164477788467,0.10224111680679196,0.10947857747795166,0.10331658143744762,0
IMG_5695.JPG,0.027601987456817145,0.05452905561047175,0.08476608705436293,0.1044941770689687,0.08748122794884401,0.1118760753026793,0.11835196002250921,0.11193927522905157,0.0916110542650038,0.11976996712585186,0.12301263235030731,0.11724785242528533,0.08357519171683611,0.1126753741989576,0.11701240325093142,0.11292120259366156,0.07089657135963581,0.08948376259232413,0.10018063121320196,0.10367549769242669,0
IMG_5705.JPG,0.02573548547576636,0.057154060804206284,0.0861869914117087,0.11127693642536993,0.08320713469360899,0.10729220002261787,0.11537773420018459,0.12035024614179736,0.08990303189845818,0.11899186552400967,0.12843409996120497,0.13041526598578124,0.08778179510352159,0.11308412351796719,0.12424857008052562,0.12940042370904573,0.07753050061127938,0.08975613458498578,0.10224665644641091,0.10916198792289017,0
IMG_4476.JPG,0.02424070390302997,0.05267871464330709,0.08117300560292912,0.10383700625573082,0.08134325698431719,0.10401760134570621,0.10865941068043153,0.09929267546767198,0.08801755663270322,0.11537404650780037,0.11385770448263409,0.10225540568460383,0.08486876025849167,0.11165396778837064,0.11068231498625163,0.10143181325035311,0.07623461982601817,0.09463190632375758,0.10097477989464039,0.09630671506306293,0
IMG_5400.JPG,0.02467004641205107,0.050608492290949686,0.07782477593659064,0.0924196901551844,0.08211198973696218,0.104428335705639,0.11083115991971955,0.09443477583570971,0.0879124835126148,0.11395633765598329,0.1141907839081579,0.09865471641624549,0.08627199554355672,0.11342815904877199,0.11116203930601873,0.09744180240617065,0.08084755703169723,0.09987060034307205,0.10599420940654201,0.09576713190834917,0
IMG_5255.JPG,0.018258567664573917,0.044576338493964085,0.07055422640291903,0.09306557266344233,0.08299508716953748,0.10463725875110348,0.10773934056020723,0.10119215401261478,0.08562917150458689,0.11569913349427731,0.1146267437540587,0.10310596423468955,0.08175275469324492,0.1089707565667646,0.11085894222494336,0.10211781671879429,0.07251944378118177,0.08994247901416216,0.09873040284727695,0.09260523236953479,0
IMG_4109.JPG,0.021689486666946145,0.04586050304221551,0.06934526611305236,0.08816254005635388,0.08655130613084325,0.10326505397246728,0.10593890185659316,0.09933332759952468,0.08799121687277608,0.1127881047836097,0.11360821327609433,0.10630027753699309,0.0810503845996495,0.10666675851511025,0.10911445245115976,0.10457583919938228,0.07019680420095456,0.0852475818907575,0.09370640141402489,0.0969356188741718,0
IMG_5341.JPG,0.0260005167046759,0.052057128013008394,0.07505343934082244,0.0969523882033214,0.08520128763971063,0.10557248507433475,0.10610103367703863,0.10135729733322453,0.08814205439331234,0.1108849739077744,0.1083845403439222,0.1001363215717923,0.08599643119864614,0.1042476258237525,0.1017277052383783,0.0967262314018265,0.07554549427575237,0.08686425676172474,0.09228799835772016,0.08697752772513612,0
IMG_4704.JPG,0.020747527356847845,0.04838052562347112,0.07331057637744064,0.09252848323220893,0.08502037150592243,0.11140201994392585,0.11509567832755781,0.11020626550266818,0.09521675773649772,0.11890529394344991,0.12055832068916837,0.11088285814825534,0.09281583761796994,0.11652056318697658,0.1177133089218799,0.11492184252032091,0.08521705798602226,0.10204440751357388,0.10922855841916584,0.11031460222986071,0
IMG_1312.JPG,0.021633837618605035,0.04601871673092527,0.06374974118889729,0.08167380125998176,0.08385188370714199,0.10453652425108437,0.11197472881012593,0.1003367156958753,0.08901277414336121,0.11558275572281734,0.1161499373185842,0.10446807125181641,0.08726586798891459,0.10940452821979557,0.11347414716398029,0.10656652010485627,0.07675968171085344,0.09579290873626442,0.10724246312215212,0.10811882421277413,0
